Entity,Code,Year,Renewables per capita (kWh)
Australia,AUS,1979,2.826165
Australia,AUS,1980,2.6374850000000003
Australia,AUS,1981,2.682495
Australia,AUS,1982,2.46385
Australia,AUS,1983,2.295154
Australia,AUS,1984,2.443469
Australia,AUS,1985,2.5530630000000003
Australia,AUS,1986,2.52792
Australia,AUS,1987,2.417432
Australia,AUS,1988,2.543632
Australia,AUS,1989,2.503505
Australia,AUS,1990,2.5416770000000004
Australia,AUS,1991,2.646757
Australia,AUS,1992,2.6535010000000003
Australia,AUS,1993,2.694208
Australia,AUS,1994,2.6327730000000003
Australia,AUS,1995,2.544908
Australia,AUS,1996,2.5881570000000003
Australia,AUS,1997,2.5663470000000004
Australia,AUS,1998,2.53053
Australia,AUS,1999,2.587118
Australia,AUS,2000,2.597764
Australia,AUS,2001,2.5211930000000002
Australia,AUS,2002,2.576613
Australia,AUS,2003,2.627995
Australia,AUS,2004,2.664354
Australia,AUS,2005,2.791326
Australia,AUS,2006,2.7970479999999998
Australia,AUS,2007,2.639363
Australia,AUS,2008,2.44409
Australia,AUS,2009,2.503441
Australia,AUS,2010,2.706902
Australia,AUS,2011,3.6391430000000002
Australia,AUS,2012,3.516576
Australia,AUS,2013,4.045673
Australia,AUS,2014,3.685366
Australia,AUS,2015,3.8932930000000003
Australia,AUS,2016,4.420073
Australia,AUS,2017,4.067738
Australia,AUS,2018,5.010732
Australia,AUS,2019,5.500129
Australia,AUS,2020,6.293062
Austria,AUT,1965,6.115550000000001
Austria,AUT,1966,6.547897
Austria,AUT,1967,6.645942
Austria,AUT,1968,6.7898890000000005
Austria,AUT,1969,6.20896
Austria,AUT,1970,7.8680460000000005
Austria,AUT,1971,6.188138
Austria,AUT,1972,6.334308
Austria,AUT,1973,7.014390000000001
Austria,AUT,1974,8.272633
Austria,AUT,1975,8.65417
Austria,AUT,1976,7.47658
Austria,AUT,1977,9.064865
Austria,AUT,1978,9.082619000000001
Austria,AUT,1979,10.245199000000001
Austria,AUT,1980,10.62596
Austria,AUT,1981,11.267916999999999
Austria,AUT,1982,11.289283
Austria,AUT,1983,11.181961
Austria,AUT,1984,9.804033
Austria,AUT,1985,11.226263999999999
Austria,AUT,1986,11.726698
Austria,AUT,1987,13.196959999999999
Austria,AUT,1988,13.184111999999999
Austria,AUT,1989,13.077259
Austria,AUT,1990,11.752066000000001
Austria,AUT,1991,11.685753
Austria,AUT,1992,12.84444
Austria,AUT,1993,13.411894
Austria,AUT,1994,12.913521000000001
Austria,AUT,1995,13.549286
Austria,AUT,1996,12.422943
Austria,AUT,1997,13.103644000000001
Austria,AUT,1998,13.510277
Austria,AUT,1999,14.633975000000001
Austria,AUT,2000,14.976294
Austria,AUT,2001,14.444126
Austria,AUT,2002,14.172534
Austria,AUT,2003,11.795134000000001
Austria,AUT,2004,13.130409
Austria,AUT,2005,13.438894000000001
Austria,AUT,2006,13.530243
Austria,AUT,2007,14.271019
Austria,AUT,2008,14.713624
Austria,AUT,2009,15.51105
Austria,AUT,2010,14.652266
Austria,AUT,2011,13.234701
Austria,AUT,2012,16.210107
Austria,AUT,2013,15.692200000000001
Austria,AUT,2014,15.513888999999999
Austria,AUT,2015,14.685776
Austria,AUT,2016,15.353710999999999
Austria,AUT,2017,15.102891
Austria,AUT,2018,14.645614
Austria,AUT,2019,15.690338
Austria,AUT,2020,15.530859000000001
Azerbaijan,AZE,1985,0.546919
Azerbaijan,AZE,1986,0.32960300000000003
Azerbaijan,AZE,1987,0.324111
Azerbaijan,AZE,1988,0.27669299999999997
Azerbaijan,AZE,1989,0.272157
Azerbaijan,AZE,1990,0.635885
Azerbaijan,AZE,1991,0.664173
Azerbaijan,AZE,1992,0.64958
Azerbaijan,AZE,1993,0.888831
Azerbaijan,AZE,1994,0.661574
Azerbaijan,AZE,1995,0.555883
Azerbaijan,AZE,1996,0.543494
Azerbaijan,AZE,1997,0.60002
Azerbaijan,AZE,1998,0.6782870000000001
Azerbaijan,AZE,1999,0.5194030000000001
Azerbaijan,AZE,2000,0.524591
Azerbaijan,AZE,2001,0.438001
Azerbaijan,AZE,2002,0.669164
Azerbaijan,AZE,2003,0.804787
Azerbaijan,AZE,2004,0.882692
Azerbaijan,AZE,2005,0.948036
Azerbaijan,AZE,2006,0.7798830000000001
Azerbaijan,AZE,2007,0.719763
Azerbaijan,AZE,2008,0.6678780000000001
Azerbaijan,AZE,2009,0.679206
Azerbaijan,AZE,2010,0.994973
Azerbaijan,AZE,2011,0.758149
Azerbaijan,AZE,2012,0.5062730000000001
Azerbaijan,AZE,2013,0.424922
Azerbaijan,AZE,2014,0.372651
Azerbaijan,AZE,2015,0.456806
Azerbaijan,AZE,2016,0.5436259999999999
Azerbaijan,AZE,2017,0.48014
Azerbaijan,AZE,2018,0.49236800000000003
Azerbaijan,AZE,2019,0.44664600000000004
Azerbaijan,AZE,2020,0.318396
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0.007296
Bangladesh,BGD,1973,0.013594
Bangladesh,BGD,1974,0.009819000000000001
Bangladesh,BGD,1975,0.017285000000000002
Bangladesh,BGD,1976,0.019151
Bangladesh,BGD,1977,0.016524
Bangladesh,BGD,1978,0.018629000000000003
Bangladesh,BGD,1979,0.021032000000000002
Bangladesh,BGD,1980,0.020335000000000002
Bangladesh,BGD,1981,0.021232
Bangladesh,BGD,1982,0.017309
Bangladesh,BGD,1983,0.021347
Bangladesh,BGD,1984,0.028181
Bangladesh,BGD,1985,0.022617
Bangladesh,BGD,1986,0.013414
Bangladesh,BGD,1987,0.015011
Bangladesh,BGD,1988,0.019096000000000002
Bangladesh,BGD,1989,0.025379000000000002
Bangladesh,BGD,1990,0.023801
Bangladesh,BGD,1991,0.022044
Bangladesh,BGD,1992,0.020476
Bangladesh,BGD,1993,0.015305000000000001
Bangladesh,BGD,1994,0.020870000000000003
Bangladesh,BGD,1995,0.008971999999999999
Bangladesh,BGD,1996,0.017448
Bangladesh,BGD,1997,0.016621
Bangladesh,BGD,1998,0.019585
Bangladesh,BGD,1999,0.018483
Bangladesh,BGD,2000,0.016298
Bangladesh,BGD,2001,0.021065999999999998
Bangladesh,BGD,2002,0.015504
Bangladesh,BGD,2003,0.015157
Bangladesh,BGD,2004,0.014839000000000001
Bangladesh,BGD,2005,0.014556
Bangladesh,BGD,2006,0.01434
Bangladesh,BGD,2007,0.014143000000000001
Bangladesh,BGD,2008,0.01771
Bangladesh,BGD,2009,0.008058
Bangladesh,BGD,2010,0.013788
Bangladesh,BGD,2011,0.016293
Bangladesh,BGD,2012,0.014959
Bangladesh,BGD,2013,0.014548
Bangladesh,BGD,2014,0.012262
Bangladesh,BGD,2015,0.017878
Bangladesh,BGD,2016,0.017710999999999998
Bangladesh,BGD,2017,0.020209
Bangladesh,BGD,2018,0.017687
Bangladesh,BGD,2019,0.017925
Bangladesh,BGD,2020,0.016802
Belarus,BLR,1985,0.005611
Belarus,BLR,1986,0.005575
Belarus,BLR,1987,0.005541000000000001
Belarus,BLR,1988,0.005511
Belarus,BLR,1989,0.005488000000000001
Belarus,BLR,1990,0.005473
Belarus,BLR,1991,0.004921
Belarus,BLR,1992,0.0046500000000000005
Belarus,BLR,1993,0.005207
Belarus,BLR,1994,0.005221
Belarus,BLR,1995,0.005513
Belarus,BLR,1996,0.004425
Belarus,BLR,1997,0.005828000000000001
Belarus,BLR,1998,0.007801000000000001
Belarus,BLR,1999,0.005318
Belarus,BLR,2000,0.007598
Belarus,BLR,2001,0.008438000000000001
Belarus,BLR,2002,0.008159000000000001
Belarus,BLR,2003,0.007881
Belarus,BLR,2004,0.009573
Belarus,BLR,2005,0.010407999999999999
Belarus,BLR,2006,0.010671
Belarus,BLR,2007,0.014009
Belarus,BLR,2008,0.020385
Belarus,BLR,2009,0.029480000000000003
Belarus,BLR,2010,0.035981
Belarus,BLR,2011,0.038808
Belarus,BLR,2012,0.047318
Belarus,BLR,2013,0.062052
Belarus,BLR,2014,0.056934
Belarus,BLR,2015,0.067805
Belarus,BLR,2016,0.08919
Belarus,BLR,2017,0.18465199999999998
Belarus,BLR,2018,0.170905
Belarus,BLR,2019,0.21114500000000003
Belarus,BLR,2020,0.216974
Belgium,BEL,1965,0.080004
Belgium,BEL,1966,0.08753100000000001
Belgium,BEL,1967,0.06937900000000001
Belgium,BEL,1968,0.070856
Belgium,BEL,1969,0.066553
Belgium,BEL,1970,0.070943
Belgium,BEL,1971,0.038519
Belgium,BEL,1972,0.051584000000000005
Belgium,BEL,1973,0.082012
Belgium,BEL,1974,0.099176
Belgium,BEL,1975,0.075616
Belgium,BEL,1976,0.047077
Belgium,BEL,1977,0.133276
Belgium,BEL,1978,0.13639300000000001
Belgium,BEL,1979,0.154754
Belgium,BEL,1980,0.16268700000000003
Belgium,BEL,1981,0.188923
Belgium,BEL,1982,0.10645099999999999
Belgium,BEL,1983,0.100471
Belgium,BEL,1984,0.105151
Belgium,BEL,1985,0.095239
Belgium,BEL,1986,0.129257
Belgium,BEL,1987,0.161208
Belgium,BEL,1988,0.15256999999999998
Belgium,BEL,1989,0.14
Belgium,BEL,1990,0.154066
Belgium,BEL,1991,0.148304
Belgium,BEL,1992,0.17006100000000002
Belgium,BEL,1993,0.139182
Belgium,BEL,1994,0.164108
Belgium,BEL,1995,0.18216200000000002
Belgium,BEL,1996,0.152654
Belgium,BEL,1997,0.159758
Belgium,BEL,1998,0.205946
Belgium,BEL,1999,0.230237
Belgium,BEL,2000,0.28204500000000005
Belgium,BEL,2001,0.28750000000000003
Belgium,BEL,2002,0.301048
Belgium,BEL,2003,0.311683
Belgium,BEL,2004,0.38667399999999996
Belgium,BEL,2005,0.5371140000000001
Belgium,BEL,2006,0.7430270000000001
Belgium,BEL,2007,0.865588
Belgium,BEL,2008,1.081982
Belgium,BEL,2009,1.454352
Belgium,BEL,2010,1.926215
Belgium,BEL,2011,2.342433
Belgium,BEL,2012,2.794556
Belgium,BEL,2013,3.037684
Belgium,BEL,2014,3.210639
Belgium,BEL,2015,3.518144
Belgium,BEL,2016,3.623918
Belgium,BEL,2017,3.951467
Belgium,BEL,2018,4.183134
Belgium,BEL,2019,4.657515999999999
Belgium,BEL,2020,5.642208
Brazil,BRA,1965,0.850091
Brazil,BRA,1966,0.90455
Brazil,BRA,1967,0.920996
Brazil,BRA,1968,0.938864
Brazil,BRA,1969,0.979132
Brazil,BRA,1970,1.1774190000000002
Brazil,BRA,1971,1.249006
Brazil,BRA,1972,1.429722
Brazil,BRA,1973,1.5929200000000001
Brazil,BRA,1974,1.763246
Brazil,BRA,1975,1.895294
Brazil,BRA,1976,2.119619
Brazil,BRA,1977,2.3372759999999997
Brazil,BRA,1978,2.511316
Brazil,BRA,1979,2.7890349999999997
Brazil,BRA,1980,3.0083560000000005
Brazil,BRA,1981,2.981629
Brazil,BRA,1982,3.146959
Brazil,BRA,1983,3.314471
Brazil,BRA,1984,3.5554270000000003
Brazil,BRA,1985,3.725816
Brazil,BRA,1986,3.733226
Brazil,BRA,1987,3.7295380000000002
Brazil,BRA,1988,3.915084
Brazil,BRA,1989,3.950274
Brazil,BRA,1990,4.382479
Brazil,BRA,1991,4.530558
Brazil,BRA,1992,4.5608509999999995
Brazil,BRA,1993,4.713069000000001
Brazil,BRA,1994,4.807116
Brazil,BRA,1995,4.942132
Brazil,BRA,1996,5.103947
Brazil,BRA,1997,5.237715000000001
Brazil,BRA,1998,5.356067
Brazil,BRA,1999,5.317045
Brazil,BRA,2000,5.349704
Brazil,BRA,2001,4.655095
Brazil,BRA,2002,4.908125
Brazil,BRA,2003,5.11704
Brazil,BRA,2004,5.298573
Brazil,BRA,2005,5.4969399999999995
Brazil,BRA,2006,5.558767
Brazil,BRA,2007,6.022257
Brazil,BRA,2008,6.077197
Brazil,BRA,2009,6.386445
Brazil,BRA,2010,6.641935999999999
Brazil,BRA,2011,6.820682
Brazil,BRA,2012,6.58754
Brazil,BRA,2013,6.390335
Brazil,BRA,2014,6.3129539999999995
Brazil,BRA,2015,6.3723090000000004
Brazil,BRA,2016,6.616128
Brazil,BRA,2017,6.590973
Brazil,BRA,2018,6.996789
Brazil,BRA,2019,7.2822700000000005
Brazil,BRA,2020,7.22692
Bulgaria,BGR,1965,0.675646
Bulgaria,BGR,1966,0.6739539999999999
Bulgaria,BGR,1967,0.67318
Bulgaria,BGR,1968,0.431547
Bulgaria,BGR,1969,0.604209
Bulgaria,BGR,1970,0.702645
Bulgaria,BGR,1971,0.70426
Bulgaria,BGR,1972,0.675999
Bulgaria,BGR,1973,0.824762
Bulgaria,BGR,1974,0.6641760000000001
Bulgaria,BGR,1975,0.779766
Bulgaria,BGR,1976,0.935367
Bulgaria,BGR,1977,1.113713
Bulgaria,BGR,1978,0.9153300000000001
Bulgaria,BGR,1979,1.038859
Bulgaria,BGR,1980,1.161634
Bulgaria,BGR,1981,1.128568
Bulgaria,BGR,1982,0.948663
Bulgaria,BGR,1983,1.040296
Bulgaria,BGR,1984,1.009662
Bulgaria,BGR,1985,0.692329
Bulgaria,BGR,1986,0.720098
Bulgaria,BGR,1987,0.786472
Bulgaria,BGR,1988,0.8069149999999999
Bulgaria,BGR,1989,0.84012
Bulgaria,BGR,1990,0.5900230000000001
Bulgaria,BGR,1991,0.773419
Bulgaria,BGR,1992,0.660478
Bulgaria,BGR,1993,0.6290140000000001
Bulgaria,BGR,1994,0.481164
Bulgaria,BGR,1995,0.767102
Bulgaria,BGR,1996,0.977855
Bulgaria,BGR,1997,0.931587
Bulgaria,BGR,1998,1.057156
Bulgaria,BGR,1999,0.947964
Bulgaria,BGR,2000,0.9283640000000001
Bulgaria,BGR,2001,0.604445
Bulgaria,BGR,2002,0.7647630000000001
Bulgaria,BGR,2003,1.057377
Bulgaria,BGR,2004,1.107672
Bulgaria,BGR,2005,1.519382
Bulgaria,BGR,2006,1.491472
Bulgaria,BGR,2007,1.024052
Bulgaria,BGR,2008,1.03919
Bulgaria,BGR,2009,1.305146
Bulgaria,BGR,2010,2.032512
Bulgaria,BGR,2011,1.3820160000000001
Bulgaria,BGR,2012,1.870883
Bulgaria,BGR,2013,2.4326260000000004
Bulgaria,BGR,2014,2.595189
Bulgaria,BGR,2015,3.0801640000000003
Bulgaria,BGR,2016,2.4988539999999997
Bulgaria,BGR,2017,2.158099
Bulgaria,BGR,2018,3.312937
Bulgaria,BGR,2019,2.672998
Bulgaria,BGR,2020,2.8013660000000002
Canada,CAN,1965,16.711991
Canada,CAN,1966,18.216596000000003
Canada,CAN,1967,18.303337
Canada,CAN,1968,18.299089
Canada,CAN,1969,19.901740000000004
Canada,CAN,1970,20.551282
Canada,CAN,1971,20.773893
Canada,CAN,1972,22.859222000000003
Canada,CAN,1973,24.122170999999998
Canada,CAN,1974,25.727128
Canada,CAN,1975,24.39007
Canada,CAN,1976,25.381186000000003
Canada,CAN,1977,25.999814
Canada,CAN,1978,27.472015
Canada,CAN,1979,28.220969
Canada,CAN,1980,28.719676
Canada,CAN,1981,30.168582999999998
Canada,CAN,1982,28.978322000000002
Canada,CAN,1983,29.579076
Canada,CAN,1984,31.490745
Canada,CAN,1985,32.943349000000005
Canada,CAN,1986,33.290211000000006
Canada,CAN,1987,33.472525000000005
Canada,CAN,1988,32.11551
Canada,CAN,1989,30.039799
Canada,CAN,1990,30.221204000000004
Canada,CAN,1991,31.002293
Canada,CAN,1992,31.464191
Canada,CAN,1993,31.82677
Canada,CAN,1994,32.113018000000004
Canada,CAN,1995,32.503823000000004
Canada,CAN,1996,34.153237000000004
Canada,CAN,1997,33.334131
Canada,CAN,1998,31.492952000000002
Canada,CAN,1999,32.509060000000005
Canada,CAN,2000,33.283806
Canada,CAN,2001,30.573477
Canada,CAN,2002,31.687201
Canada,CAN,2003,30.012791
Canada,CAN,2004,29.761309
Canada,CAN,2005,31.228835
Canada,CAN,2006,29.98909
Canada,CAN,2007,30.855264
Canada,CAN,2008,31.103556
Canada,CAN,2009,30.146805
Canada,CAN,2010,28.60696
Canada,CAN,2011,30.250169999999997
Canada,CAN,2012,30.379076
Canada,CAN,2013,30.744496
Canada,CAN,2014,29.680334
Canada,CAN,2015,30.212934
Canada,CAN,2016,30.394464
Canada,CAN,2017,30.334469000000002
Canada,CAN,2018,29.711484000000002
Canada,CAN,2019,28.940018000000002
Canada,CAN,2020,29.088582
Chile,CHL,1965,1.221782
Chile,CHL,1966,1.2649380000000001
Chile,CHL,1967,1.2692590000000001
Chile,CHL,1968,1.045828
Chile,CHL,1969,1.161292
Chile,CHL,1970,1.222911
Chile,CHL,1971,1.3619700000000001
Chile,CHL,1972,1.591007
Chile,CHL,1973,1.5277239999999999
Chile,CHL,1974,1.7073450000000001
Chile,CHL,1975,1.688595
Chile,CHL,1976,1.72293
Chile,CHL,1977,1.792637
Chile,CHL,1978,1.839134
Chile,CHL,1979,1.8614169999999999
Chile,CHL,1980,1.9401780000000002
Chile,CHL,1981,1.981042
Chile,CHL,1982,2.140828
Chile,CHL,1983,2.290954
Chile,CHL,1984,2.340319
Chile,CHL,1985,2.552915
Chile,CHL,1986,2.702826
Chile,CHL,1987,2.876888
Chile,CHL,1988,2.785842
Chile,CHL,1989,2.310924
Chile,CHL,1990,2.072551
Chile,CHL,1991,2.916388
Chile,CHL,1992,3.742187
Chile,CHL,1993,3.7782210000000003
Chile,CHL,1994,3.680767
Chile,CHL,1995,3.919706
Chile,CHL,1996,3.544064
Chile,CHL,1997,3.8861550000000005
Chile,CHL,1998,3.171053
Chile,CHL,1999,2.752902
Chile,CHL,2000,3.7036219999999997
Chile,CHL,2001,4.156658
Chile,CHL,2002,4.366111
Chile,CHL,2003,4.177734
Chile,CHL,2004,3.888589
Chile,CHL,2005,4.549832
Chile,CHL,2006,4.846454
Chile,CHL,2007,4.024030000000001
Chile,CHL,2008,4.406762
Chile,CHL,2009,4.4511009999999995
Chile,CHL,2010,3.896297
Chile,CHL,2011,3.783689
Chile,CHL,2012,3.930754
Chile,CHL,2013,3.9857460000000002
Chile,CHL,2014,4.2900290000000005
Chile,CHL,2015,4.59828
Chile,CHL,2016,4.338628
Chile,CHL,2017,4.912794
Chile,CHL,2018,5.471353000000001
Chile,CHL,2019,5.511421
Chile,CHL,2020,5.709073999999999
China,CHN,1965,0.08475400000000001
China,CHN,1966,0.08413200000000001
China,CHN,1967,0.070606
China,CHN,1968,0.081024
China,CHN,1969,0.08016200000000001
China,CHN,1970,0.080679
China,CHN,1971,0.095156
China,CHN,1972,0.10527
China,CHN,1973,0.11500700000000001
China,CHN,1974,0.127428
China,CHN,1975,0.13078800000000002
China,CHN,1976,0.130225
China,CHN,1977,0.133784
China,CHN,1978,0.123506
China,CHN,1979,0.136775
China,CHN,1980,0.16171100000000002
China,CHN,1981,0.179465
China,CHN,1982,0.201085
China,CHN,1983,0.230276
China,CHN,1984,0.22789500000000001
China,CHN,1985,0.238597
China,CHN,1986,0.239847
China,CHN,1987,0.248944
China,CHN,1988,0.266536
China,CHN,1989,0.283949
China,CHN,1990,0.299312
China,CHN,1991,0.290525
China,CHN,1992,0.30140100000000003
China,CHN,1993,0.346829
China,CHN,1994,0.380025
China,CHN,1995,0.434752
China,CHN,1996,0.420796
China,CHN,1997,0.43782299999999996
China,CHN,1998,0.440563
China,CHN,1999,0.432628
China,CHN,2000,0.485493
China,CHN,2001,0.596364
China,CHN,2002,0.612463
China,CHN,2003,0.598598
China,CHN,2004,0.735759
China,CHN,2005,0.82359
China,CHN,2006,0.901141
China,CHN,2007,0.9977870000000001
China,CHN,2008,1.309318
China,CHN,2009,1.2950460000000001
China,CHN,2010,1.512301
China,CHN,2011,1.5076
China,CHN,2012,1.8784310000000002
China,CHN,2013,2.033539
China,CHN,2014,2.37066
China,CHN,2015,2.5253470000000005
China,CHN,2016,2.727726
China,CHN,2017,2.9509980000000002
China,CHN,2018,3.218528
China,CHN,2019,3.505625
China,CHN,2020,3.769705
Colombia,COL,1965,0.5257240000000001
Colombia,COL,1966,0.5672659999999999
Colombia,COL,1967,0.6146130000000001
Colombia,COL,1968,0.666194
Colombia,COL,1969,0.721286
Colombia,COL,1970,0.782734
Colombia,COL,1971,0.81089
Colombia,COL,1972,0.877757
Colombia,COL,1973,0.934192
Colombia,COL,1974,1.037557
Colombia,COL,1975,1.145174
Colombia,COL,1976,1.1771669999999999
Colombia,COL,1977,1.174914
Colombia,COL,1978,1.325269
Colombia,COL,1979,1.4225450000000002
Colombia,COL,1980,1.515258
Colombia,COL,1981,1.462539
Colombia,COL,1982,1.529117
Colombia,COL,1983,1.509106
Colombia,COL,1984,1.647394
Colombia,COL,1985,1.735025
Colombia,COL,1986,1.962456
Colombia,COL,1987,2.093931
Colombia,COL,1988,2.164209
Colombia,COL,1989,2.3155189999999997
Colombia,COL,1990,2.330289
Colombia,COL,1991,2.303555
Colombia,COL,1992,1.825401
Colombia,COL,1993,2.235869
Colombia,COL,1994,2.524806
Colombia,COL,1995,2.476138
Colombia,COL,1996,2.680926
Colombia,COL,1997,2.353273
Colombia,COL,1998,2.267277
Colombia,COL,1999,2.4329169999999998
Colombia,COL,2000,2.194859
Colombia,COL,2001,2.202759
Colombia,COL,2002,2.31184
Colombia,COL,2003,2.4087310000000004
Colombia,COL,2004,2.4999130000000003
Colombia,COL,2005,2.513191
Colombia,COL,2006,2.702538
Colombia,COL,2007,2.759917
Colombia,COL,2008,2.8453470000000003
Colombia,COL,2009,2.5472979999999996
Colombia,COL,2010,2.542565
Colombia,COL,2011,2.985368
Colombia,COL,2012,2.90772
Colombia,COL,2013,2.682849
Colombia,COL,2014,2.688564
Colombia,COL,2015,2.653748
Colombia,COL,2016,2.715893
Colombia,COL,2017,3.205705
